sales_key,order_id,order_date_key,ship_date_key,customer_key,product_key,geography_key,ship_mode_key,sales,quantity,discount,profit
56,IN-2012-66342,20120530,20120531,55,52,52,3,1526.52,4,0.0,732.72
57,CA-2012-111829,20120319,20120320,56,53,53,3,3149.93,7,0.0,1480.4671
58,IN-2012-48240,20120525,20120528,57,54,54,2,1745.34,2,0.0,226.86
59,IN-2014-61792,20140805,20140806,58,55,55,3,4191.507,9,0.1,1164.267
60,CA-2014-129021,20140824,20140827,59,56,56,2,4367.896,13,0.2,327.5922
61,IN-2014-75470,20140311,20140313,60,57,57,2,3063.27,7,0.0,581.91
62,CA-2012-114811,20121108,20121108,61,58,1,1,4643.8,4,0.0,2229.024
63,ES-2014-4673578,20140811,20140816,62,59,58,2,4473.0,7,0.0,313.11
64,IT-2013-3376681,20130831,20130903,63,60,59,3,1502.01,9,0.0,225.18
65,IN-2014-66615,20140118,20140123,64,23,60,4,5049.0,11,0.0,656.37
66,CA-2013-143805,20131202,20131204,65,61,61,2,2104.55,7,0.0,694.5015
67,IT-2014-4540740,20141207,20141208,66,62,62,3,2188.05,5,0.0,1050.15
68,IN-2014-11231,20141216,20141219,67,63,63,3,1920.36,4,0.0,652.92
69,MX-2014-154907,20141120,20141120,68,64,64,1,1704.0,4,0.0,119.28
70,UP-2011-8610,20111109,20111111,69,65,65,3,1858.68,4,0.0,130.08
71,IN-2013-40050,20130607,20130609,70,66,66,3,3298.26,7,0.0,1055.25
72,MX-2011-110275,20111122,20111123,71,67,67,3,2443.48,13,0.0,121.94
73,CG-2013-6110,20130329,20130331,72,68,68,2,3808.8,8,0.0,1523.52
74,IN-2014-30110,20140826,20140827,73,69,69,3,3427.1496,7,0.47,-452.8104
75,ES-2012-2058076,20120920,20120922,74,70,70,2,3441.69,6,0.1,38.07
76,IN-2014-51950,20140516,20140518,50,71,71,2,2863.35,5,0.1,858.9
77,CA-2012-145352,20120316,20120322,75,9,72,4,6354.95,5,0.0,3177.475
78,ES-2013-4670866,20131124,20131125,76,72,73,3,1487.4,10,0.0,728.7
79,IN-2011-62506,20111109,20111111,77,73,74,2,3200.04,9,0.0,1183.95
80,IN-2011-46413,20111028,20111028,78,45,75,1,2301.0,5,0.0,91.95
81,ES-2014-3785216,20141119,20141123,79,74,76,4,5729.346,14,0.1,63.546
82,MO-2014-2000,20141028,20141030,80,75,77,2,5301.24,14,0.0,2597.28
83,CA-2014-138289,20140117,20140119,81,76,78,2,5443.96,4,0.0,2504.2216
84,CA-2014-118892,20140818,20140823,82,32,79,2,4416.174,9,0.3,-630.882
85,ES-2013-1434123,20130129,20130205,41,77,80,4,3219.9,5,0.0,965.85
86,ID-2012-78207,20120918,20120921,83,78,81,2,2487.8088,6,0.17,-269.7912
87,MO-2013-8630,20131123,20131123,84,79,82,1,2266.44,4,0.0,113.28
88,IN-2012-64774,20120613,20120613,85,80,6,1,3068.361,9,0.1,1124.901
89,IN-2013-48765,20131028,20131031,86,81,83,3,3728.43,9,0.0,1192.86
90,IN-2013-69730,20131212,20131214,87,82,23,3,1581.48,6,0.0,0.0
91,IN-2012-48240,20120525,20120528,57,3,54,2,1916.73,3,0.0,498.33
92,US-2013-102239,20130506,20130507,88,83,84,3,1685.88,6,0.0,320.3172
93,ES-2013-3467296,20131202,20131202,89,84,16,1,2432.16,5,0.1,513.36
94,CA-2014-6550,20141223,20141225,90,85,85,2,3863.88,6,0.0,1159.02
95,ID-2013-25742,20130128,20130130,91,29,86,3,2465.82,7,0.25,197.19
96,IN-2012-86698,20120507,20120507,92,86,87,1,1847.52,2,0.0,738.96
97,ES-2013-2903666,20131127,20131129,93,87,88,3,2899.89,7,0.0,927.78
98,IN-2012-30446,20121128,20121202,89,23,89,2,2891.7,7,0.1,96.39
99,IT-2012-1779015,20120929,20120929,94,88,90,1,2016.846,9,0.15,-0.054
100,ES-2013-3903130,20130903,20130905,95,89,91,2,3155.544,7,0.1,34.944
101,CG-2013-3470,20130726,20130801,96,90,92,4,3856.14,6,0.0,1465.2
102,IN-2014-13639,20141119,20141125,97,91,93,4,3524.472,6,0.1,861.372
103,ES-2012-2510515,20120619,20120619,98,92,94,1,2167.296,4,0.15,790.416
104,MX-2012-153157,20121011,20121014,56,64,95,3,2556.0,6,0.0,178.92
105,ES-2011-2585328,20110809,20110811,99,93,96,3,1469.25,5,0.0,308.4
106,ES-2011-4500805,20111105,20111109,39,94,97,2,4448.832,8,0.15,1517.712
107,CA-2014-107174,20141107,20141114,100,95,98,4,2036.86,7,0.0,366.6348
108,MX-2013-113824,20130426,20130428,100,96,99,3,2472.66,9,0.0,914.76
109,IN-2013-45076,20131226,20131226,101,97,34,1,3739.176,8,0.1,747.816
110,IT-2013-5208514,20130313,20130313,102,98,100,1,2570.865,11,0.5,-2211.165
111,US-2013-107440,20130417,20130421,32,99,101,4,9099.93,7,0.0,2365.9818
112,ES-2012-2314672,20120405,20120405,103,100,102,1,2875.77,9,0.5,-1783.08
113,ES-2012-4765389,20121226,20121228,104,101,103,2,1741.8,4,0.0,261.24
114,IN-2013-15368,20130418,20130419,51,102,6,3,1601.64,5,0.1,587.19
115,IN-2011-18385,20110524,20110526,105,103,104,2,3670.8,7,0.0,367.08
116,CA-2012-149846,20120522,20120526,106,104,105,4,2973.32,7,0.2,334.4985
117,ES-2013-2757712,20130516,20130520,107,105,106,2,1900.95,5,0.0,589.2
118,CA-2011-106726,20111206,20111208,108,106,29,3,1261.33,7,0.0,327.9458
119,IT-2011-1978668,20110216,20110219,109,107,107,2,4544.1,11,0.1,1868.13
120,IN-2013-63773,20130531,20130602,110,108,108,3,1455.12,4,0.0,116.4
121,IN-2013-10965,20131001,20131002,111,109,109,3,1943.19,6,0.1,258.93
122,CA-2011-145541,20111214,20111221,112,110,1,4,6999.96,4,0.0,2239.9872
123,CA-2013-117121,20131218,20131222,113,111,110,4,9892.74,13,0.0,4946.37
124,ID-2013-79432,20131211,20131214,23,112,109,2,1695.87,5,0.1,-37.83
125,IT-2014-4499061,20140318,20140321,85,113,111,2,1505.979,6,0.15,-265.761
126,IN-2014-34226,20141219,20141220,114,114,112,3,1954.17,3,0.0,312.66
127,CA-2011-136567,20111220,20111221,115,115,113,3,2244.48,7,0.0,493.7856
128,CA-2013-143714,20130524,20130528,116,116,114,4,8399.976,4,0.4,1119.9968
129,CA-2011-151330,20111014,20111017,117,117,115,3,1628.82,9,0.0,260.6112
130,MX-2014-158386,20140918,20140918,118,118,116,1,1213.18876,7,0.002,508.00876
131,IN-2013-30663,20131125,20131127,119,119,117,3,1590.6,5,0.0,572.55
132,IN-2013-77444,20131107,20131110,120,120,118,3,2330.64,9,0.0,1025.46
133,IN-2014-39077,20140719,20140723,121,121,69,4,3278.5848,8,0.07,140.8248
134,ID-2012-60980,20120816,20120816,68,122,119,1,3741.5238,7,0.17,946.6338
135,CA-2013-128594,20130827,20130830,122,123,120,3,1603.136,4,0.2,100.196
136,IN-2012-57025,20120111,20120115,94,124,121,4,3637.602,10,0.07,156.402
137,MX-2013-157868,20130128,20130130,123,125,122,3,2455.88,7,0.0,785.82
138,ID-2012-66111,20120614,20120617,124,126,123,3,1024.68,8,0.5,-286.92
139,CA-2011-120474,20111201,20111203,125,127,124,3,2807.84,8,0.0,673.8816
140,CA-2013-100300,20130625,20130627,126,128,120,2,4476.8,4,0.2,503.64
141,MX-2012-164791,20121206,20121208,127,129,125,3,2297.96,14,0.0,988.12
142,IT-2013-1350483,20130905,20130907,128,130,126,2,2671.41,7,0.0,534.24
143,SO-2014-4990,20140918,20140920,129,131,127,3,3834.0,6,0.0,268.38
144,CA-2014-149559,20140912,20140913,29,132,128,1,2054.272,8,0.2,256.784
145,IN-2012-30943,20120803,20120808,130,133,129,4,3501.7368,8,0.17,210.8568
146,IN-2014-13324,20141209,20141211,131,134,93,3,1725.462,3,0.1,747.612
147,IN-2012-46889,20121025,20121028,132,19,130,3,1583.7,5,0.0,174.15
148,CA-2012-114069,20120713,20120715,133,135,131,2,1931.04,9,0.1,321.84
149,ID-2013-35640,20130827,20130829,134,136,3,2,2760.345,7,0.1,-214.725
150,IN-2011-30292,20110513,20110517,92,137,57,4,3078.72,12,0.0,523.08
151,IT-2011-3675195,20111103,20111106,135,138,132,3,1983.135,7,0.5,-1784.895
152,ES-2014-2034971,20140802,20140803,136,139,133,3,1112.778,3,0.1,296.658
153,ES-2011-1426891,20110920,20110922,101,140,134,2,3616.5,10,0.0,36.0
154,CA-2014-159366,20140108,20140111,137,141,110,3,3059.982,2,0.1,679.996
155,IN-2013-14773,20130311,20130315,138,39,93,4,2892.105,5,0.1,160.605
156,ES-2012-4934238,20120202,20120205,50,142,135,3,3263.4,5,0.0,848.4
157,CA-2013-108987,20130909,20130911,139,143,136,2,2396.2656,4,0.32,-317.1528
158,MX-2014-111941,20140409,20140413,140,144,137,4,3117.088,13,0.2,38.948
159,US-2013-143819,20130302,20130306,141,36,138,4,4899.93,7,0.0,2400.9657
160,MX-2014-152961,20140319,20140321,142,145,139,3,1888.7,5,0.0,887.6
161,IN-2013-17041,20131002,20131004,143,146,140,3,3000.78,6,0.0,1080.18
162,ES-2013-4679331,20130112,20130115,144,147,141,3,3801.63,7,0.0,1444.59
163,SA-2014-1270,20140820,20140825,145,148,142,4,5211.12,8,0.0,1146.24
164,IN-2011-10286,20111217,20111220,27,149,27,3,1356.03,3,0.0,311.85
165,IN-2014-12897,20140314,20140318,146,150,109,4,3569.643,7,0.1,674.163
166,CA-2013-134887,20130326,20130326,147,151,143,1,1287.45,5,0.0,244.6155
167,ID-2014-10076,20140709,20140713,148,124,144,4,2910.0816,8,0.07,125.1216
168,ID-2013-70122,20130611,20130615,149,152,145,4,3126.4002,9,0.27,-128.7198
169,ES-2011-2257437,20110810,20110817,150,153,70,4,5276.988,9,0.1,1758.888
170,ID-2014-63920,20140317,20140321,151,154,119,4,2645.376,5,0.17,-0.024
171,ID-2013-29564,20130102,20130103,152,108,87,3,1637.01,5,0.1,-36.39
172,CA-2013-108196,20131126,20131203,153,155,146,4,4499.985,5,0.7,-6599.978
173,ID-2012-36403,20121010,20121011,154,154,147,3,2645.376,5,0.17,-0.024
174,CA-2014-127180,20141023,20141025,155,156,1,3,2399.6,8,0.0,647.892
175,IN-2011-19351,20110617,20110619,137,12,148,3,3238.305,5,0.3,-740.295
176,ES-2014-5842530,20140403,20140405,156,157,70,3,2291.814,7,0.1,127.134
177,MX-2011-137897,20110517,20110520,157,158,149,2,2124.5,5,0.0,488.6
178,BO-2014-8960,20140211,20140215,158,159,150,2,2757.78,6,0.0,744.48
179,ES-2013-2220066,20131012,20131012,159,160,151,1,1549.98,6,0.0,139.32
180,CA-2011-127299,20110919,20110924,160,110,152,4,2624.985,3,0.5,-944.9946
181,UP-2014-4500,20140717,20140719,161,161,153,2,3146.4,6,0.0,629.28
182,ES-2014-2440513,20141122,20141128,162,162,154,4,2456.619,11,0.15,664.719
183,IT-2011-5629016,20110530,20110602,117,163,155,3,2228.6355,7,0.35,-754.4145
184,CA-2014-133263,20140401,20140403,163,49,72,2,2999.95,5,0.0,1439.976
185,IN-2014-65488,20140717,20140720,164,146,156,3,4001.04,8,0.0,1440.24
186,ES-2014-5530354,20140829,20140903,165,164,157,4,4876.875,9,0.15,745.875
187,IN-2012-23782,20121226,20121226,166,165,71,1,1788.822,6,0.3,204.282
188,IN-2014-37320,20141111,20141115,42,55,41,4,3622.29,7,0.0,1267.77
189,ID-2013-31720,20130501,20130504,167,166,144,2,1242.585,5,0.47,-140.715
190,ES-2011-1712442,20110816,20110821,168,167,158,4,4453.05,7,0.0,1424.85
191,IN-2014-78900,20141203,20141207,169,168,159,4,2673.36,8,0.0,1069.2
192,IN-2013-37803,20130625,20130629,124,169,160,4,2046.195,5,0.1,591.045
193,ES-2013-3939561,20130121,20130124,170,170,39,2,5451.3,6,0.0,2071.44
194,CA-2013-138478,20131022,20131027,171,43,161,2,4535.976,3,0.2,1644.2913
195,IN-2014-56808,20140712,20140714,172,171,162,2,1722.2832,4,0.17,539.4432
196,US-2013-116729,20131226,20131229,173,172,163,3,2575.944,7,0.2,257.5944
197,ES-2014-1972860,20140901,20140901,174,173,164,1,1007.424,2,0.1,134.304
198,CA-2011-119375,20111117,20111122,156,174,165,4,2934.33,7,0.0,792.2691
199,IN-2011-64326,20110607,20110611,175,175,19,2,4624.29,9,0.1,1644.03
200,ES-2011-3259196,20111013,20111013,176,176,135,1,1066.446,6,0.1,-11.934
201,IN-2013-48184,20130610,20130610,177,177,166,1,957.6,4,0.0,0.0
202,IN-2014-77017,20141213,20141217,155,178,167,4,4864.32,10,0.1,162.12
203,CA-2014-150091,20141013,20141017,178,179,101,4,2154.9,5,0.0,129.294
204,ID-2014-31363,20140610,20140611,179,180,168,3,1433.8395,3,0.15,-84.3705
205,SF-2011-6380,20110215,20110216,180,181,169,3,2784.6,14,0.0,779.52
206,ES-2013-1692384,20131128,20131204,181,62,170,4,3063.27,7,0.0,1470.21
207,CA-2014-165323,20140618,20140622,182,182,1,4,3404.5,5,0.0,1668.205
208,CA-2013-168354,20130920,20130922,183,183,171,3,1606.23,9,0.0,481.869
209,US-2011-158554,20110809,20110809,184,64,31,1,2044.8,6,0.2,-332.28
210,CA-2011-141796,20110621,20110621,170,184,172,1,1214.85,3,0.0,352.3065
211,IN-2012-12162,20120802,20120804,185,185,173,3,1521.0,4,0.0,0.0
212,ES-2012-2510515,20120619,20120619,98,147,94,1,2443.905,5,0.1,760.305
213,CA-2012-113404,20120716,20120716,186,186,174,1,1348.704,6,0.2,-219.1644
214,IR-2013-8520,20130802,20130802,187,187,175,1,1141.8,10,0.0,570.9
215,IN-2014-68463,20140522,20140525,188,188,176,2,1865.97,9,0.0,802.17
216,ID-2011-64599,20110210,20110215,189,189,177,4,6998.64,11,0.0,2939.31
217,ES-2013-4632541,20130927,20130927,190,190,178,1,1091.25,3,0.0,119.97
218,IN-2014-23761,20140602,20140604,191,191,179,3,1094.22,3,0.0,328.23
219,IN-2013-16964,20130930,20131003,192,192,109,3,1320.624,4,0.1,484.224
220,IN-2011-76989,20110719,20110720,193,3,180,3,2555.64,4,0.0,664.44
221,RS-2014-4620,20140814,20140816,194,193,181,2,3498.72,8,0.0,594.72
222,CA-2013-147417,20130726,20130728,195,49,182,3,1439.976,4,0.4,191.9968
223,IN-2014-61393,20141031,20141103,66,80,183,3,2272.86,6,0.0,977.22
224,IN-2013-13891,20130725,20130730,160,114,184,4,5211.12,8,0.0,833.76
225,IN-2014-32770,20141007,20141011,196,40,185,4,2582.16,4,0.0,361.44
226,IN-2014-14780,20141017,20141021,197,3,186,4,3194.55,5,0.0,830.55
227,IN-2013-71585,20131203,20131206,198,194,109,2,1704.996,4,0.1,378.876
228,IN-2014-20485,20141108,20141110,199,195,168,3,1538.721,6,0.15,325.701
229,IN-2013-48184,20130610,20130610,177,196,166,1,1381.32,3,0.0,593.91
230,IT-2011-4771701,20110921,20110923,200,62,187,2,1181.547,3,0.1,498.807
231,IT-2011-2876489,20110621,20110624,201,197,188,3,1696.248,4,0.1,734.928
232,CA-2014-133865,20140509,20140513,115,198,189,4,3359.952,6,0.2,1049.985
233,CA-2014-158379,20140923,20140927,202,11,79,2,4663.736,7,0.2,-1049.3406
234,SF-2014-2330,20141126,20141129,203,199,190,2,1237.56,4,0.0,606.36
235,EG-2012-4640,20120330,20120401,204,200,191,3,1274.7,2,0.0,140.16
236,MX-2011-138002,20111110,20111115,205,201,99,2,3172.14,9,0.0,856.44
237,US-2014-102183,20140822,20140829,206,202,131,4,4305.552,6,0.2,1453.1238
238,ES-2012-5113958,20120801,20120806,47,18,192,2,3979.29,7,0.0,1989.54
239,CA-2014-120376,20141223,20141226,207,203,193,3,1586.69,7,0.0,412.5394
240,CA-2014-168109,20140704,20140704,208,204,98,1,2395.2,6,0.2,209.58
241,CA-2014-111556,20141121,20141123,209,56,131,3,1259.97,3,0.0,327.5922
242,AJ-2013-2640,20130123,20130127,210,205,194,4,2058.0,4,0.0,946.68
243,IN-2011-67651,20110521,20110525,211,206,145,2,2539.8765,7,0.07,709.9365
244,ES-2014-4957212,20140928,20141001,212,207,195,3,2898.21,7,0.0,1420.02
245,IT-2011-3528798,20111106,20111108,213,208,196,3,1320.0075,5,0.15,357.1575
246,LH-2014-5390,20140128,20140130,214,209,197,2,2171.16,8,0.7,-2750.28
247,IN-2014-32588,20140913,20140919,215,210,3,4,4448.223,13,0.1,444.483
248,CA-2012-137113,20121201,20121205,200,211,98,2,1913.4,9,0.0,401.814
249,US-2011-161760,20111222,20111224,216,134,198,3,2300.616,9,0.4,38.196
250,EG-2013-4530,20130205,20130207,217,212,199,2,2615.94,6,0.0,1072.44
251,IN-2011-51964,20111228,20111229,113,73,200,3,1066.68,3,0.0,394.65
252,CA-2013-122903,20130528,20130530,73,32,110,2,3504.9,5,0.0,700.98
253,LT-2011-270,20110427,20110430,218,213,201,3,2544.6,4,0.0,814.2
254,IN-2011-86278,20111006,20111011,219,214,202,4,3694.68,4,0.0,886.68
255,ID-2013-17055,20130824,20130826,220,149,203,2,2214.849,7,0.3,-221.571
256,MX-2013-151764,20130921,20130924,221,215,204,2,1236.48,4,0.0,111.28
257,MX-2014-124744,20141217,20141219,222,216,205,3,1805.9,5,0.0,126.4
258,US-2011-106992,20110919,20110921,128,141,136,2,3059.982,3,0.4,-509.997
259,CA-2014-168109,20140704,20140704,208,217,98,1,1687.8,4,0.0,742.632
260,CA-2011-117639,20110521,20110525,223,218,206,4,2715.93,7,0.0,1276.4871
261,MX-2014-140305,20140603,20140607,224,219,207,4,1810.3,5,0.0,54.3
262,MX-2014-113845,20140912,20140914,60,220,207,3,2120.5,5,0.0,106.0
263,IN-2014-61932,20140417,20140417,225,221,208,1,1275.0,2,0.0,140.22
264,ES-2012-4589770,20121121,20121124,226,222,209,2,1593.648,7,0.15,-225.162
265,ES-2014-1331794,20140306,20140308,227,223,210,3,1114.236,3,0.1,383.706
266,ES-2012-4621754,20120723,20120728,228,94,4,4,2944.08,5,0.1,1112.13
267,ID-2014-41191,20141107,20141109,229,224,211,3,3309.2598,7,0.17,318.8598
268,MX-2014-128405,20141122,20141124,141,225,212,3,897.48,9,0.0,322.92
269,ES-2011-1858721,20110611,20110614,230,226,213,3,2056.05,5,0.0,390.6
270,MX-2012-168865,20120914,20120919,231,227,214,4,2365.6592,10,0.002,18.8592
271,IN-2011-52279,20111125,20111125,232,228,215,1,1336.356,7,0.4,44.436
272,IN-2012-14724,20120810,20120812,233,229,216,3,3038.64,8,0.0,1245.84
273,ES-2013-3042991,20130320,20130323,116,230,217,2,2698.65,9,0.0,890.46
274,LT-2013-3900,20131230,20140104,234,231,201,4,3799.08,12,0.0,455.76
275,IN-2012-18518,20121004,20121009,235,232,218,4,2756.34,6,0.0,413.28
276,IT-2012-4058325,20120806,20120807,236,233,219,3,983.88,8,0.1,-11.16
277,IN-2012-42220,20121002,20121002,237,66,220,1,1719.807,5,0.27,117.657
278,IN-2014-17972,20140326,20140329,48,175,145,3,1421.541,3,0.17,428.121
279,MX-2014-151554,20141121,20141121,238,234,221,1,1053.6884,5,0.002,441.2884
280,IT-2011-3270900,20111130,20111201,239,235,132,3,1440.84,8,0.5,-1268.04
281,IN-2011-28087,20111103,20111105,34,66,34,2,2544.372,6,0.1,621.792
282,CA-2012-123113,20121123,20121127,240,236,222,2,2625.12,8,0.0,735.0336
283,RO-2012-9480,20121206,20121206,241,237,223,1,1554.48,8,0.0,341.76
284,MX-2013-109981,20131203,20131204,242,64,224,3,1278.0,3,0.0,89.46
285,MX-2012-130351,20121220,20121224,56,238,214,4,3474.08,8,0.0,625.28
286,MX-2012-135076,20120913,20120915,243,239,225,2,2550.0,6,0.0,357.0
287,CA-2013-114972,20131104,20131107,244,240,189,3,1101.48,4,0.0,429.5772
288,CA-2013-146633,20131116,20131118,245,9,163,2,1016.792,1,0.2,381.297
289,CA-2013-110499,20130408,20130410,156,241,226,3,1199.976,3,0.2,374.9925
290,TU-2012-2690,20120523,20120526,246,242,227,3,934.248,14,0.6,-1331.652
291,CA-2014-166709,20141118,20141123,232,116,165,4,10499.97,3,0.0,5039.9856
292,SG-2014-9460,20140414,20140417,247,243,5,2,3908.88,6,0.0,1563.48
293,MX-2014-164217,20140829,20140902,248,25,228,4,2142.3,5,0.0,556.9
294,ID-2014-80657,20140516,20140518,249,244,229,2,1900.584,6,0.4,-348.516
295,CM-2012-6440,20121213,20121215,250,245,230,3,1840.68,6,0.0,496.98
296,ES-2011-5287434,20110331,20110404,22,246,231,4,2624.04,6,0.0,446.04
297,IN-2012-79439,20120204,20120208,186,50,232,2,3076.5,7,0.0,215.25
298,IN-2013-58929,20130529,20130601,251,3,119,2,3181.7718,6,0.17,344.9718
299,IT-2012-2646674,20120829,20120901,252,247,233,3,1392.633,11,0.1,-139.557
300,IN-2011-63577,20110615,20110617,253,248,234,3,1296.24,8,0.0,285.12
301,IN-2014-16068,20140828,20140831,254,249,235,3,1682.91,3,0.0,487.98
302,MX-2011-150973,20111027,20111028,41,64,236,3,1278.0,3,0.0,89.46
303,RS-2014-4120,20140319,20140323,255,90,237,2,2570.76,4,0.0,976.8
304,MX-2014-154935,20140911,20140918,256,250,238,4,2332.96,5,0.2,349.86
305,ID-2012-83604,20120828,20120828,236,251,34,1,1582.2,6,0.4,-870.3
306,US-2014-117723,20140816,20140819,257,252,114,2,1801.632,6,0.2,-337.806
307,IN-2013-81112,20130801,20130804,258,253,239,2,1512.0,6,0.0,498.96
308,CA-2013-147368,20130610,20130613,117,254,56,3,695.7,2,0.5,-27.828
309,SF-2014-3560,20141224,20141227,259,255,240,3,2550.0,4,0.0,714.0
310,CA-2012-147830,20121215,20121218,93,217,241,3,2025.36,6,0.2,607.608
311,ES-2012-1439357,20120223,20120226,260,256,242,3,2285.7,5,0.0,845.7
312,IN-2014-16054,20141011,20141013,261,257,81,2,1029.2589,9,0.07,10.8189
313,US-2014-148817,20140421,20140423,262,258,137,2,1058.2792,5,0.002,-2.1208
314,IN-2013-50809,20130612,20130617,263,134,243,4,5751.54,9,0.0,2817.99
315,ES-2013-1211534,20130917,20130920,264,259,58,3,2442.069,7,0.1,-244.251
316,IN-2014-81154,20140919,20140919,265,260,244,1,1190.52,6,0.0,178.56
317,IT-2014-2009199,20141126,20141203,266,261,245,4,3150.819,7,0.1,-35.091
318,ES-2014-1972860,20140901,20140901,174,262,164,1,1599.9,5,0.0,719.85
319,IN-2014-51432,20140620,20140626,61,263,246,4,2063.4,5,0.0,123.75
320,HU-2014-7310,20141023,20141025,267,264,247,3,1269.9,6,0.0,558.72
321,IN-2011-26176,20110816,20110820,268,108,248,4,3274.02,9,0.0,261.9
322,MX-2014-113845,20140912,20140914,60,30,207,3,848.32,2,0.0,110.28
323,CA-2012-102491,20120824,20120828,269,265,249,4,3080.0,7,0.0,1416.8
324,ES-2014-5345830,20140114,20140116,270,266,250,3,2847.36,8,0.0,711.84
